06/04/2018,06:40:00 AM,12.05
06/04/2018,06:50:00 AM,12.72
06/04/2018,07:00:00 AM,13.55
06/04/2018,07:10:00 AM,14.61
06/04/2018,07:20:00 AM,15.52
06/04/2018,07:30:00 AM,16.36
06/04/2018,07:40:00 AM,17.28
06/04/2018,07:50:00 AM,17.95
06/04/2018,08:00:00 AM,18.5
06/04/2018,08:10:00 AM,18.81
06/04/2018,08:20:00 AM,19.76
06/04/2018,08:30:00 AM,20.88
06/04/2018,08:40:00 AM,21.54
06/04/2018,08:50:00 AM,22.17
06/04/2018,09:00:00 AM,22.58
06/04/2018,09:10:00 AM,23.07
06/04/2018,09:20:00 AM,23.52
06/04/2018,09:30:00 AM,23.77
06/04/2018,09:40:00 AM,23.74
06/04/2018,09:50:00 AM,24.15
06/04/2018,10:00:00 AM,24.65
06/04/2018,10:10:00 AM,24.88
06/04/2018,10:20:00 AM,25.1
06/04/2018,10:30:00 AM,25
06/04/2018,10:40:00 AM,24.98
06/04/2018,10:50:00 AM,25.03
06/04/2018,11:00:00 AM,24.93
06/04/2018,11:10:00 AM,25.34
06/04/2018,11:20:00 AM,25.56
06/04/2018,11:30:00 AM,25.81
06/04/2018,11:40:00 AM,25.84
06/04/2018,11:50:00 AM,25.7
06/04/2018,12:00:00 PM,25.8
06/04/2018,12:10:00 PM,26.03
06/04/2018,12:20:00 PM,26.11
06/04/2018,12:30:00 PM,26.43
06/04/2018,12:40:00 PM,26.49
06/04/2018,12:50:00 PM,26.48
06/04/2018,01:00:00 PM,26.66
06/04/2018,01:10:00 PM,26.9
06/04/2018,01:20:00 PM,26.88
06/04/2018,01:30:00 PM,26.92
06/04/2018,01:40:00 PM,27.25
06/04/2018,01:50:00 PM,26.85
06/04/2018,02:00:00 PM,25.76
06/04/2018,02:10:00 PM,24.58
06/04/2018,02:20:00 PM,24.15
06/04/2018,02:30:00 PM,24.56
06/04/2018,02:40:00 PM,24.04
06/04/2018,02:50:00 PM,23.51
06/04/2018,03:00:00 PM,23.13
06/04/2018,03:10:00 PM,23.04
06/04/2018,03:20:00 PM,23.27
06/04/2018,03:30:00 PM,22.89
06/04/2018,03:40:00 PM,22.66
06/04/2018,03:50:00 PM,22.34
06/04/2018,04:00:00 PM,21.75
06/04/2018,04:10:00 PM,21.3
06/04/2018,04:20:00 PM,20.89
06/04/2018,04:30:00 PM,20.68
06/04/2018,04:40:00 PM,20.61
06/04/2018,04:50:00 PM,20.66
06/04/2018,05:00:00 PM,20.7
06/04/2018,05:10:00 PM,20.91
06/04/2018,05:20:00 PM,21.14
06/04/2018,05:30:00 PM,21.39
06/04/2018,05:40:00 PM,21.61
06/04/2018,05:50:00 PM,21.58
06/04/2018,06:00:00 PM,21.6
06/04/2018,06:10:00 PM,21.64
06/04/2018,06:20:00 PM,21.41
06/04/2018,06:30:00 PM,21.05
06/04/2018,06:40:00 PM,20.93
06/04/2018,06:50:00 PM,20.7
06/04/2018,07:00:00 PM,20.58
06/04/2018,07:10:00 PM,20.48
06/04/2018,07:20:00 PM,20.21
06/04/2018,07:30:00 PM,19.96
06/04/2018,07:40:00 PM,19.47
06/04/2018,07:50:00 PM,18.95
06/04/2018,08:00:00 PM,18.38
06/04/2018,08:10:00 PM,17.95
06/04/2018,08:20:00 PM,17.56
06/04/2018,08:30:00 PM,17.34
06/04/2018,08:40:00 PM,17.1
06/04/2018,08:50:00 PM,16.59
06/04/2018,09:00:00 PM,15.99
06/04/2018,09:10:00 PM,15.28
06/04/2018,09:20:00 PM,14.52
06/04/2018,09:30:00 PM,13.81
06/04/2018,09:40:00 PM,13.14
06/04/2018,09:50:00 PM,12.6
06/04/2018,10:00:00 PM,12.1
06/04/2018,10:10:00 PM,11.63
06/04/2018,10:20:00 PM,11.21
06/04/2018,10:30:00 PM,10.84
06/04/2018,10:40:00 PM,10.52
06/04/2018,10:50:00 PM,10.21
06/04/2018,11:00:00 PM,9.93
06/04/2018,11:10:00 PM,9.67
06/04/2018,11:20:00 PM,9.45
06/04/2018,11:30:00 PM,9.25
06/04/2018,11:40:00 PM,9.06
06/04/2018,11:50:00 PM,8.91
06/05/2018,12:00:00 AM,8.8
06/05/2018,12:10:00 AM,8.8
06/05/2018,12:20:00 AM,8.78
06/05/2018,12:30:00 AM,8.72
06/05/2018,12:40:00 AM,8.81
06/05/2018,12:50:00 AM,8.81
06/05/2018,01:00:00 AM,8.68
06/05/2018,01:10:00 AM,8.57
06/05/2018,01:20:00 AM,8.48
06/05/2018,01:30:00 AM,8.43
06/05/2018,01:40:00 AM,8.43
06/05/2018,01:50:00 AM,8.47
06/05/2018,02:00:00 AM,8.41
06/05/2018,02:10:00 AM,8.26
06/05/2018,02:20:00 AM,8.09
06/05/2018,02:30:00 AM,7.94
06/05/2018,02:40:00 AM,7.8
06/05/2018,02:50:00 AM,7.7
06/05/2018,03:00:00 AM,7.63
06/05/2018,03:10:00 AM,7.66
06/05/2018,03:20:00 AM,7.59
06/05/2018,03:30:00 AM,7.48
06/05/2018,03:40:00 AM,7.37
06/05/2018,03:50:00 AM,7.26
06/05/2018,04:00:00 AM,7.13
06/05/2018,04:10:00 AM,7.03
06/05/2018,04:20:00 AM,7.03
06/05/2018,04:30:00 AM,7.11
